days,content,cleaned_review
300,No photo gallery     I'll be great if photo gallery pre installed,no photo gallery i ll be great if photo gallery pre installed
300,OSM,osm
300,I love this phone ❤️,i love this phone
300,Very good purchase if you want a light weight yet ossom quality phone for your daily use...but the only problem is the vegan leather gets dirty very easily..so never use it with out a case...,very good purchase if you want a light weight yet ossom quality phone for your daily use but the only is the vegan leather gets dirty very easily so never use it with out a case
330,What a mind-blowing phone,what a mind blowing phone
330,One of the best smartphones in the 20-25k segment. Camera is very good at this price. Long hour Battery. Good fast charging.,one of the best smartphones in the 20 25k segment camera is very good at this price long hour battery good fast charging
330,"1.super phone in budget sagment
2. camera very good
3.i like display",1 super phone in budget sagment 2 camera very good 3 i like display
330,"The display is excellent 👌! Camera is average , will do most of the job, don't expect stellar photos, performance is great for daily use, High graphics games might not support",the display is excellent camera is average will do most of the job don t expect stellar photos performance is great for daily use high graphics games might not support
330,"The Motorola Edge 60 Fusion appears to be a well-rounded mid-range smartphone that offers a premium design, a vibrant display, solid performance, and excellent durability. It stands out with its water...",the motorola edge 60 fusion appears to be a well rounded mid range smartphone that offers a premium design a vibrant display solid performance and excellent durability it stands out with its water
330,Allover the phone is fine but the image processing is too slow like old phones,allover the phone is fine but the image processing is too slow like old phones
330,Superbbbbb in hand feel and super light weight,superbbbbb in hand feel and super light weight
330,Thank you,thank you
330,Fantastic Mobile Great 👍🏻,fantastic mobile great
330,"hello moto 🩵 
Nice product, love this , value for money",hello moto nice product love this value for money
330,This product is very good 👍😊😊,this product is very good
330,"product is excellent and looking is so good, Camera Quality Also Excellent  but i request to Add A Gallery Software and also provide a Back cove Also",product is excellent and looking is so good camera quality also excellent but i request to add a gallery software and also provide a back cove also
330,"Camera is best in this price segment, But I have faced network issue sometime but everything is Good...I,m so happy......also Edge detection is the best portrait mode",camera is best in this price segment but i have faced network issue sometime but everything is good i m so happy also edge detection is the best portrait mode
330,"Nice phone
❣️",nice phone
330,It's so cool,it s so cool
330,"Phn are preety look overall its value's for money 🤑 but one doubt ,Which tempered glass should I use ??",phn are preety look overall its value s for money but one doubt which tempered glass should i use
