days,content,cleaned_review,llm_output
270,I like the weight of mobile which is very low. In hand feel very good.5g network is also very faster than other mobile I used. This is my first Moto mobile. Thank u motorola and flipkart for fast delivery.b,i like the weight of mobile which is very low in hand feel very good 5g network is also very faster than other mobile i used this is my first moto mobile thank u motorola and flipkart for fast delivery b,"ID: 488 | Sentiment: Pos | Summary: Likes the light weight, good 5G, first Moto phone."
300,Phone is owsome,phone is owsome,ID: 489 | Sentiment: Pos | Summary: Phone is owsome.
300,Good,good,ID: 490 | Sentiment: Pos | Summary: Good.
300,Thankyou moto @AJ,thankyou moto aj,ID: 491 | Sentiment: Pos | Summary: Thankyou moto aj.
300,everthing is good except performance. it can be better at this price range,everthing is good except performance it can be better at this price range,ID: 492 | Sentiment: Neg | Summary: Everything good except performance could be better.
300,Very nice and,very nice and,ID: 493 | Sentiment: Pos | Summary: Very nice and.
300,superb allrounder mobile,superb allrounder mobile,ID: 494 | Sentiment: Pos | Summary: Superb allrounder mobile.
300,Good camera,good camera,ID: 495 | Sentiment: Pos | Summary: Good camera.
300,It's good product and value of money,it s good product and value of money,ID: 496 | Sentiment: Pos | Summary: It's a good product and value of money.
300,Over whelmed,over whelmed,ID: 497 | Sentiment: Pos | Summary: Overwhelmed.
300,Per,per,ID: 498 | Sentiment: Neu | Summary: Per.
300,For this budget buy this phone,for this budget buy this phone,ID: 499 | Sentiment: Pos | Summary: Buy this phone for this budget.
300,"Very good phone 
love moto 🤳👍",very good phone love moto,ID: 500 | Sentiment: Pos | Summary: Very good phone love moto.
300,This Moto Edge 60 Fusion Have awesome features.and it's camera capture dslr like photos.,this moto edge 60 fusion have awesome features and it s camera capture dslr like photos,ID: 501 | Sentiment: Pos | Summary: Moto Edge 60 Fusion has awesome features and DSLR-like camera.
300,"Great phone, I was previously using Motorola which was purchased a couple of years back. I really appreciate the way Motorola innovated in these couple of years. I can see the difference in same price...",great phone i was previously using motorola which was purchased a couple of years back i really appreciate the way motorola innovated in these couple of years i can see the difference in same price,"ID: 502 | Sentiment: Pos | Summary: Great phone, appreciates Motorola's innovation."
300,Best phone under the budget,best phone under the budget,ID: 503 | Sentiment: Pos | Summary: Best phone under the budget.
300,Good amazing Phone,good amazing phone,ID: 504 | Sentiment: Pos | Summary: Good amazing phone.
300,Value for money,value for money,ID: 505 | Sentiment: Pos | Summary: Value for money.
300,"Fantastic phone, I have ever seen. It really click DSLR like photos and have great zoom.",fantastic phone i have ever seen it really click dslr like photos and have great zoom,"ID: 506 | Sentiment: Pos | Summary: Fantastic phone, DSLR-like photos and great zoom."
300,Awesome and worthy for money 😁😁😁😁💰💰💰💰💰💰,awesome and worthy for money,ID: 507 | Sentiment: Pos | Summary: Awesome and worthy for money.
300,"Camera Good 
Battery Nice 
Display awesome 
Design awesome 
Performance nic",camera good battery nice display awesome design awesome performance nic,"ID: 508 | Sentiment: Pos | Summary: Camera good, battery nice, display awesome, design awesome, performance nic."
300,Good,good,ID: 509 | Sentiment: Pos | Summary: Good.
300,This product is good,this product is good,ID: 510 | Sentiment: Pos | Summary: This product is good.
300,"Just amazing phone on this price 
Joyful sound 
Camera quality is very good",just amazing phone on this price joyful sound camera quality is very good,"ID: 511 | Sentiment: Pos | Summary: Amazing phone, joyful sound, very good camera."
300,Good,good,ID: 512 | Sentiment: Pos | Summary: Good.
300,Awesome Phone,awesome phone,ID: 513 | Sentiment: Pos | Summary: Awesome phone.
300,So sexy mobile 😀😍🤤,so sexy mobile,ID: 514 | Sentiment: Pos | Summary: So sexy mobile.
300,"It has everything but, if there were NFC and UFS 3.1, it woud be the best phone in this range.",it has everything but if there were nfc and ufs 3 1 it woud be the best phone in this range,ID: 515 | Sentiment: Neg | Summary: Has everything but needs NFC and UFS 3.1.
300,"camera is very good.
comfortable to hold the phone in hand.",camera is very good comfortable to hold the phone in hand,"ID: 516 | Sentiment: Pos | Summary: Camera is very good, comfortable to hold."
300,Best,best,ID: 517 | Sentiment: Pos | Summary: Best.
300,Powerful and camera centric phone 🙏🙏🙏👍👍👍👍💯💯💯💯💕💕💕💕💕💕💕💕,powerful and camera centric phone,ID: 518 | Sentiment: Pos | Summary: Powerful and camera centric phone.
300,Good Design also quick fast charging Camera quality is very super,good design also quick fast charging camera quality is very super,"ID: 519 | Sentiment: Pos | Summary: Good design, quick fast charging, super camera."
300,"Phone is super smooth, camera performance is quite good and captures well detailed photo. Moto AI feature is what make it distinct.",phone is super smooth camera performance is quite good and captures well detailed photo moto ai feature is what make it distinct,"ID: 520 | Sentiment: Pos | Summary: Phone is super smooth, good camera, Moto AI is distinct."
300,"Amazing phone, camera, display, ai everything is top notch",amazing phone camera display ai everything is top notch,"ID: 521 | Sentiment: Pos | Summary: Amazing phone, camera display AI everything is top notch."
300,Excellent brilliant super beautiful performance and bhot acha phn hai very nyc look 💞💞💞💞,excellent brilliant super beautiful performance and bhot acha phn hai very nyc look,ID: 522 | Sentiment: Pos | Summary: Excellent brilliant super beautiful performance and very nyc look.
300,super duper in this segment,super duper in this segment,ID: 523 | Sentiment: Pos | Summary: Super duper in this segment.
300,"Brilliant display, immersive video watching experience. Very good speakers. 
Looks extremely premium with very good cameras. 

Overall very happy with the purchase!!",brilliant display immersive video watching experience very good speakers looks extremely premium with very good cameras overall very happy with the purchase,"ID: 524 | Sentiment: Pos | Summary: Brilliant display, immersive video, good speakers, premium look, good cameras, happy with purchase."
300,Best Budget Segment Mobile 📱,best budget segment mobile,ID: 525 | Sentiment: Pos | Summary: Best budget segment mobile.
300,Just Awesome 💞💞,just awesome,ID: 526 | Sentiment: Pos | Summary: Just awesome.
300,Nice product thanks flipkart camara design was 👍 nice vera level camara curved display 1.5 k resolution ultimate media constipation is nice,nice product thanks flipkart camara design was nice vera level camara curved display 1 5 k resolution ultimate media constipation is nice,"ID: 527 | Sentiment: Pos | Summary: Nice product, good camera design, curved display, ultimate media experience."
300,For the Price range I would say Just go for it!,for the price range i would say just go for it,"ID: 528 | Sentiment: Pos | Summary: For the price range, just go for it."
300,Great mobile for this price range. Display quality is soo good like premium. Camera quality also good. Worth for the money you had spend,great mobile for this price range display quality is soo good like premium camera quality also good worth for the money you had spend,"ID: 529 | Sentiment: Pos | Summary: Great mobile for the price, good display and camera quality, worth the money."
300,Very good phone 📱 very good features,very good phone very good features,ID: 530 | Sentiment: Pos | Summary: Very good phone with very good features.
300,No photo gallery     I'll be great if photo gallery pre installed,no photo gallery i ll be great if photo gallery pre installed,"ID: 531 | Sentiment: Neg | Summary: No photo gallery, should be pre-installed."
300,OSM,osm,ID: 532 | Sentiment: Pos | Summary: Osm.
300,I love this phone ❤️,i love this phone,ID: 533 | Sentiment: Pos | Summary: I love this phone.
300,Very good purchase if you want a light weight yet ossom quality phone for your daily use...but the only problem is the vegan leather gets dirty very easily..so never use it with out a case...,very good purchase if you want a light weight yet ossom quality phone for your daily use but the only is the vegan leather gets dirty very easily so never use it with out a case,"ID: 534 | Sentiment: Pos | Summary: Very good lightweight phone for daily use, vegan leather gets dirty easily."
330,What a mind-blowing phone,what a mind blowing phone,ID: 535 | Sentiment: Pos | Summary: What a mind blowing phone.
